1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
0.330214063,0.19767125,0.214617292,0.24691375,0.283741667,0.28823125,0.308072917,0.312941667,0.29713125,0.295770417,0.188603333,0.229907917,0.277783333,0.3306875,0.323092917,0.4453475,0.333238333,0.39309875,0.36844,0.411319688,0.394645833,0.464463646,0.449124375,0.467843542,0.469060833,0.533114688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
