1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
0.375792292,0.25590375,0.26221,0.278289375,0.256765,0.295276042,0.285174167,0.3207875,0.312870833,0.296352083,0.32603625,0.198735625,0.256539375,0.24067,0.319565729,0.337160833,0.309953333,0.366418542,0.33882875,0.379284375,0.423136979,0.400989167,0.448819792,0.442821042,0.421173958,0.459397708,0.473985417,0.000748333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
